03/07/2025 19:59:38.251 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
03/07/2025 20:00:33.828 | DEBUG    |                        CommandTaskPool::Initialize | <Begin>
03/07/2025 20:00:33.828 | DEBUG    |                     CommandTaskPool::CreateThreads | Creating task pool; thread count: 24
03/07/2025 20:00:33.828 | DEBUG    |                        CommandTaskPool::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                              PacketManager::Update | <Begin>
03/07/2025 20:00:33.828 | DEBUG    |                              PacketManager::Update | Hooking game function: DecryptBuffer
03/07/2025 20:00:33.828 | DEBUG    |                              PacketManager::Update | Hooking game function: EncryptBuffer
03/07/2025 20:00:33.828 | DEBUG    |                              PacketManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                              PluginManager::Update | <Begin>
03/07/2025 20:00:33.828 | DEBUG    |                              PluginManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event finished.
03/07/2025 20:00:33.901 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
03/07/2025 20:00:33.901 | DEBUG    |               newIDirectInput8A::newIDirectInput8A | .ctor
03/07/2025 20:00:33.901 | DEBUG    |                    newIDirectInput8A::CreateDevice | Creating input device: {6F1D2B61,D5A0,11CF,BF,C7,44,45,53,54,00,00}
03/07/2025 20:00:33.902 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
03/07/2025 20:00:33.902 | DEBUG    |                                 Keyboard::Keyboard | .ctor
03/07/2025 20:00:33.902 | DEBUG    |                          InputManager::SetKeyboard | Setting new keyboard instance..
03/07/2025 20:00:33.902 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/thirdparty.dll'
03/07/2025 20:00:33.903 | DEBUG    |                                PluginManager::Load | Loaded plugin: thirdparty - Version: 4.10 - By: atom0s
03/07/2025 20:00:33.903 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/addons.dll'
03/07/2025 20:00:33.905 | DEBUG    |                                PluginManager::Load | Loaded plugin: Addons - Version: 2.40 - By: Ashita Development Team
03/07/2025 20:00:33.905 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/screenshot.dll'
03/07/2025 20:00:33.924 | DEBUG    |                                PluginManager::Load | Loaded plugin: screenshot - Version: 4.10 - By: atom0s
03/07/2025 20:00:33.924 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/bellhop.dll'
03/07/2025 20:00:33.928 | DEBUG    |                                PluginManager::Load | Loaded plugin: Bellhop - Version: 1.22 - By: Thorny
03/07/2025 20:00:33.928 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/findall.dll'
03/07/2025 20:00:33.930 | DEBUG    |                                PluginManager::Load | Loaded plugin: FindAll - Version: 1.16 - By: Thorny
03/07/2025 20:00:33.930 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/hardwaremouse.dll'
03/07/2025 20:00:33.931 | DEBUG    |                                PluginManager::Load | Loaded plugin: hardwaremouse - Version: 4.10 - By: atom0s
03/07/2025 20:00:33.931 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/lootwhore.dll'
03/07/2025 20:00:33.934 | DEBUG    |                                PluginManager::Load | Loaded plugin: Lootwhore - Version: 1.18 - By: Thorny
03/07/2025 20:00:33.934 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/minimap.dll'
03/07/2025 20:00:33.941 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\minimap\minimap.ini
03/07/2025 20:00:33.941 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\minimap\themes\circle\theme.ini
03/07/2025 20:00:33.946 | DEBUG    |                                PluginManager::Load | Loaded plugin: Minimap - Version: 1.06 - By: atom0s
03/07/2025 20:00:33.946 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/packer.dll'
03/07/2025 20:00:33.950 | DEBUG    |                                PluginManager::Load | Loaded plugin: Packer - Version: 1.14 - By: Thorny
03/07/2025 20:00:33.950 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/packetflow.dll'
03/07/2025 20:00:33.953 | DEBUG    |                                PluginManager::Load | Loaded plugin: PacketFlow - Version: 1.01 - By: Thorny (Concept by Byrth)
03/07/2025 20:00:33.953 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/sequencer.dll'
03/07/2025 20:00:33.954 | DEBUG    |                                PluginManager::Load | Loaded plugin: Sequencer - Version: 1.01 - By: Thorny
03/07/2025 20:00:33.954 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/shorthand.dll'
03/07/2025 20:00:33.960 | DEBUG    |                                PluginManager::Load | Loaded plugin: Shorthand - Version: 1.23 - By: Thorny
03/07/2025 20:00:33.960 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.960 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/stylist.dll'
03/07/2025 20:00:33.961 | ERROR    |                                PluginManager::Load | Failed to load plugin 'Stylist'; plugin is compiled with a different interface version than expected. (Plugin: 4.15)(Expected: 4.16)
03/07/2025 20:00:33.961 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.970 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.974 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.978 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.982 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.986 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.990 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.994 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:33.998 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.003 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.007 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.010 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.014 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.018 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.022 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.027 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.031 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.035 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.039 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.043 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.047 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.051 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.055 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.059 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.063 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.068 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.072 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.076 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.086 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.091 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.095 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.099 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.103 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.106 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.110 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.114 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.118 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.122 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.127 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:34.131 | ERROR    |                    ChatManager::ParseAutoTranslate | Invalid 'this' pointer; cannot auto-translate code tags!
03/07/2025 20:00:52.727 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Tumz]
03/07/2025 20:01:09.550 | DEBUG    |                                            tTimers | Sending job point menu packet to initialize job point categories.
03/07/2025 21:03:28.818 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/addon.dll'
03/07/2025 21:03:28.819 | ERROR    |                                PluginManager::Load | Failed to load plugin 'addon'; LoadLibraryA failed. (Error: 126) (The specified module could not be found.).
03/07/2025 21:03:33.815 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/addon.dll'
03/07/2025 21:03:33.815 | ERROR    |                                PluginManager::Load | Failed to load plugin 'addon'; LoadLibraryA failed. (Error: 126) (The specified module could not be found.).
03/07/2025 21:05:10.579 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\minimap\minimap.ini
03/07/2025 21:05:10.587 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\minimap\themes\square\theme.ini
03/07/2025 21:13:37.872 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/addon.dll'
03/07/2025 21:13:37.872 | ERROR    |                                PluginManager::Load | Failed to load plugin 'addon'; LoadLibraryA failed. (Error: 126) (The specified module could not be found.).
03/07/2025 21:13:42.623 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Users\chris\GitHub\ashita-ffxi\/plugins/chains.dll'
03/07/2025 21:13:42.623 | ERROR    |                                PluginManager::Load | Failed to load plugin 'chains'; LoadLibraryA failed. (Error: 126) (The specified module could not be found.).
03/07/2025 21:30:49.082 | ERROR    |                                            FindAll | Could not find any items matching the term: silent.
03/07/2025 21:32:38.313 | INFO     |                                            Bellhop | Entered shop.  [Curio Vendor Moogle]
03/07/2025 21:32:55.936 | INFO     |                                            Bellhop | Left shop.  [Curio Vendor Moogle]
03/07/2025 21:33:53.003 | INFO     |                                            Bellhop | Entered shop.  [Curio Vendor Moogle]
03/07/2025 21:34:06.346 | INFO     |                                            Bellhop | Left shop.  [Curio Vendor Moogle]
03/08/2025 11:12:32.120 | DEBUG    |                                Keyboard::~Keyboard | .dtor
03/08/2025 11:12:32.120 | DEBUG    |                          InputManager::SetKeyboard | Setting new keyboard instance..
03/08/2025 11:12:32.120 | DEBUG    |  newIDirectInputDevice8A::~newIDirectInputDevice8A | .dtor
03/08/2025 11:12:32.120 | DEBUG    |                          InputManager::SetKeyboard | Setting new keyboard instance..
03/08/2025 11:12:32.120 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
03/08/2025 11:12:32.120 | DEBUG    |                                      Mouse::~Mouse | .dtor
03/08/2025 11:12:32.120 | DEBUG    |              newIDirectInput8A::~newIDirectInput8A | .dtor
03/08/2025 11:12:32.279 | DEBUG    |          newIDirect3DDevice8::~newIDirect3DDevice8 | .dtor
03/08/2025 11:12:32.279 | DEBUG    |                           AshitaCore::GameUnloaded | GameUnloaded event invoked.
03/08/2025 11:12:32.279 | DEBUG    |                               ChatManager::Release | <Begin>
03/08/2025 11:12:32.279 | DEBUG    |                           CommandTaskPool::Release | <Begin>
03/08/2025 11:12:32.281 | DEBUG    |                           CommandTaskPool::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.281 | DEBUG    |                  CommandTaskPool::~CommandTaskPool | .dtor
03/08/2025 11:12:32.281 | DEBUG    |                           CommandTaskPool::Release | <Begin>
03/08/2025 11:12:32.281 | DEBUG    |                           CommandTaskPool::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.281 | DEBUG    |                               ChatManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.281 | DEBUG    |                             PluginManager::Release | <Begin>
03/08/2025 11:12:32.281 | DEBUG    |                           PluginManager::UnloadAll | Unloading all plugins.
03/08/2025 11:12:32.281 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Shorthand
03/08/2025 11:12:32.281 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: thirdparty
03/08/2025 11:12:32.453 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Addons
03/08/2025 11:12:32.453 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: screenshot
03/08/2025 11:12:32.453 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Bellhop
03/08/2025 11:12:32.453 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: FindAll
03/08/2025 11:12:32.453 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: hardwaremouse
03/08/2025 11:12:32.454 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Lootwhore
03/08/2025 11:12:32.454 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Minimap
03/08/2025 11:12:32.454 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Packer
03/08/2025 11:12:32.454 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: PacketFlow
03/08/2025 11:12:32.455 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Sequencer
03/08/2025 11:12:32.455 | DEBUG    |                             PluginManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.455 | DEBUG    |                             MemoryManager::Release | <Begin>
03/08/2025 11:12:32.455 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.455 | DEBUG    |                             PacketManager::Release | <Begin>
03/08/2025 11:12:32.455 | DEBUG    |                             PacketManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.455 | DEBUG    |                          PrimitiveManager::Release | <Begin>
03/08/2025 11:12:32.455 | DEBUG    |                          PrimitiveManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.455 | DEBUG    |                               FontManager::Release | <Begin>
03/08/2025 11:12:32.455 | DEBUG    |                               FontManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.455 | DEBUG    |                                GuiManager::Release | <Begin>
03/08/2025 11:12:32.459 | DEBUG    |                                GuiManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.459 | DEBUG    |                              InputManager::Release | <Begin>
03/08/2025 11:12:32.459 | DEBUG    |                            Controller::~Controller | .dtor
03/08/2025 11:12:32.459 | DEBUG    |                        InputManager::SetController | Setting new controller instance..
03/08/2025 11:12:32.459 | DEBUG    |                            Controller::~Controller | <End> [Status: Ok!]
03/08/2025 11:12:32.459 | DEBUG    |  newIDirectInputDevice8A::~newIDirectInputDevice8A | .dtor
03/08/2025 11:12:32.459 | DEBUG    |                                    XInput::~XInput | .dtor
03/08/2025 11:12:32.459 | DEBUG    |                              InputManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.459 | DEBUG    |                            PointerManager::Release | <Begin>
03/08/2025 11:12:32.459 | DEBUG    |                            PointerManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.459 | DEBUG    |                           ResourceManager::Release | <Begin>
03/08/2025 11:12:32.607 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
03/08/2025 11:12:32.607 | DEBUG    |                           AshitaCore::GameUnloaded | GameUnloaded event finished.
03/08/2025 11:12:32.607 | DEBUG    |                      newIDirect3D8::~newIDirect3D8 | .dtor
03/08/2025 11:12:33.627 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: 646 x 198][Size: 656 x 519]
